FrameNumber,BrightArea,Intensity
813,1072.0,13.234567901234568
814,1078.5,14.574324324324325
815,1076.5,14.547297297297296
816,1070.0,12.738095238095237
817,1080.5,14.032467532467532
818,1082.5,15.034722222222221
819,1089.5,12.522988505747126
820,1100.5,15.075342465753424
821,1095.5,15.006849315068493
822,1087.5,12.946428571428571
823,1096.0,15.43661971830986
824,1085.5,14.473333333333333
825,1099.0,12.929411764705883
826,1108.5,15.835714285714285
827,1110.0,15.0
828,1111.5,13.554878048780488
829,1097.5,15.034246575342467
830,1099.0,15.26388888888889
831,1091.0,12.83529411764706
832,1090.5,15.359154929577464
833,1082.5,14.433333333333334
834,1093.5,12.864705882352942
835,1119.0,15.76056338028169
836,1111.5,13.076470588235294
837,1129.0,14.855263157894736
838,1109.0,13.691358024691358
839,1115.5,15.280821917808218
840,1123.0,14.973333333333333
841,1130.0,13.950617283950617
842,1123.5,15.39041095890411
843,1098.5,14.453947368421053
844,1095.5,13.041666666666666
845,1130.5,14.875
846,1110.5,11.940860215053764
847,1116.5,14.886666666666667
848,1114.5,13.591463414634147
849,1112.0,12.219780219780219
850,1125.0,14.61038961038961
851,1120.5,13.664634146341463
852,1136.0,12.909090909090908
853,1137.0,13.376470588235295
854,1107.0,15.164383561643836
855,1115.5,13.603658536585366
856,1112.0,16.352941176470587
857,1090.5,12.116666666666667
858,1100.5,15.075342465753424
859,1091.5,12.264044943820224
860,1097.0,14.246753246753247
861,1104.5,13.635802469135802
862,1102.0,12.522727272727273
863,1101.5,14.305194805194805
864,1108.5,14.78
865,1110.0,12.613636363636363
866,1106.0,14.945945945945946
867,1101.0,14.878378378378379
868,1098.0,12.477272727272727
869,1122.5,15.16891891891892
870,1111.0,15.013513513513514
871,1132.5,14.335443037974683
872,1156.0,15.012987012987013
873,1137.0,12.633333333333333
874,1139.5,13.896341463414634
875,1134.0,15.12
876,1127.5,12.527777777777779
877,1135.0,14.74025974025974
878,1143.5,14.474683544303797
879,1147.0,12.744444444444444
880,1146.5,16.37857142857143
881,1147.0,13.654761904761905
882,1162.5,12.236842105263158
883,1148.5,14.179012345679013
884,1148.0,14.35
885,1157.0,12.855555555555556
886,1150.5,14.75
887,1163.5,15.30921052631579
